Opening Type,Result,White Elo,Black Elo,Move List,Variation
"Danish Gambit Declined, Sorensen Defense",0-1,1782,1706,"['c2c3', 'e7e5', 'e2e4', 'd7d5', 'd2d4', 'e5d4', 'c3d4', 'd5e4', 'b1c3', 'c8f5', 'f1c4', 'b8c6', 'a2a3', 'c6d4', 'c1e3', 'f8c5', 'd1b3']",[]
Danish Gambit Accepted,0-1,1186,1188,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'f7f6', 'g1e2', 'f8b4', 'b1d2', 'g8e7', 'a2a3', 'b4d6', 'e1g1', 'd6e5', 'b2e5', 'f6e5', 'd2f3', 'd7d6', 'f3g5', 'h8f8', 'e2g3', 'e7d5', 'g5h7', 'd5c3', 'd1d3', 'd6d5']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
"Danish Gambit Declined, Sorensen Defense",1-0,1730,1761,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d5', 'd1d4', 'c7c5', 'd4d5', 'd8d5', 'e4d5', 'c8d7', 'g1f3', 'g8f6', 'c3c4', 'f8d6', 'f1d3', 'e8g8', 'e1g1', 'f8e8', 'c1g5', 'd6e7', 'b1c3', 'b8a6', 'a2a3', 'f6h5', 'g5e7', 'e8e7', 'c3e4', 'h5f4', 'd3c2', 'd7f5', 'e4f6', 'g7f6', 'c2f5', 'f4e2', 'g1h1', 'e2d4', 'f3d4', 'c5d4', 'f1d1', 'e7e5', 'g2g4', 'a8e8', 'd1d4', 'a6c5', 'b2b4', 'c5a4', 'c4c5', 'e5e1', 'a1e1', 'e8e1', 'h1g2', 'e1e8', 'f5d7', 'e8d8', 'd7a4']",['Danish Gambit Declined: Sorensen Defense']
Danish Gambit,1-0,1275,1262,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'g8f6', 'd1b3', 'b8c6', 'f1c4', 'd8e7', 'g1f3', 'h7h6', 'e1g1', 'd7d6', 'b1d2', 'c8g4', 'b3b7', 'a8b8', 'b7c6', 'e7d7', 'c6a6', 'f8e7', 'a6a7', 'e8g8', 'c4f7', 'g8f7', 'a7a6', 'b8b6', 'a6c4', 'g4e6', 'c4d4', 'f7e8', 'd2c4']",['Others B1']
Danish Gambit,1-0,1783,1928,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'b8c6', 'b1c3', 'g8f6', 'g1f3', 'f8e7', 'e4e5', 'f6g4', 'c1f4', 'e8g8', 'h2h3', 'd7d5', 'e5d6', 'e7d6', 'f4d6', 'c7d6', 'e1g1', 'g4e5', 'f3e5', 'c6e5', 'c4b3', 'c8f5', 'd1h5', 'f5g6', 'h5e2', 'd8g5', 'f2f4', 'g6d3', 'f4g5', 'd3e2', 'c3e2', 'a7a6', 'e2f4', 'b7b5', 'a1d1', 'a8d8', 'f4d5', 'd8d7', 'b3c2', 'e5c4', 'b2b3', 'c4e5', 'c2f5', 'd7a7', 'd1c1', 'g7g6', 'f5g4', 'e5g4', 'h3g4', 'g8g7', 'd5f6', 'f8d8', 'c1c6', 'h7h6', 'f6d5', 'h6g5', 'f1e1', 'd8d7', 'e1c1', 'a7a8', 'g1f2', 'g7f8', 'f2f3', 'f8g7', 'g2g3', 'a6a5', 'c1e1', 'a5a4', 'b3b4', 'a8a7', 'c6b6', 'a7b7', 'b6b7', 'd7b7', 'e1e7', 'b7b8', 'f3e4', 'b8c8', 'e7c7', 'c8e8', 'c7e7', 'e8c8', 'd5c7', 'g7f8', 'e7d7', 'f8g7', 'e4d5', 'g7f6', 'd7d6', 'f6e7', 'c7b5', 'c8c2', 'b5d4', 'c2a2', 'b4b5', 'a2b2', 'b5b6', 'a4a3', 'd5c4', 'a3a2', 'd4b3']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
"Danish Gambit Declined, Sorensen Defense",1-0,1901,1846,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d5', 'd1d4', 'g8f6', 'e4e5', 'f6d7', 'g1f3', 'c7c6', 'c1g5', 'f8e7', 'g5e7', 'd8e7', 'b1d2', 'e8g8', 'e1c1', 'b8a6', 'f1d3', 'a6c7', 'd1e1', 'c6c5', 'd4e3', 'c5c4', 'd3c2', 'b7b5', 'f3g5', 'h7h6', 'g5h3', 'b5b4', 'f2f4', 'b4c3', 'b2c3', 'e7a3', 'c1d1', 'a8b8', 'g2g4', 'c7b5', 'd2b1', 'a3a2', 'e1e2', 'd5d4', 'e3e4', 'd4d3', 'c2d3', 'a2a5', 'e4h7']",['Danish Gambit Declined: Sorensen Defense']
Danish Gambit,0-1,1420,1430,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'f8b4', 'e1e2', 'd7d5', 'c4d5', 'g8f6', 'd5f7', 'e8f7', 'd1d8', 'h8d8', 'c1g5', 'c3b2', 'g5f6', 'b2a1q', 'f6a1', 'f7g8', 'g1f3', 'b8c6', 'a1c3', 'b4c3', 'b1c3', 'c6d4', 'f3d4', 'd8d4', 'h1c1', 'c8e6', 'e2f1', 'd4c4', 'f1e2', 'b7b5', 'e2d2', 'b5b4', 'c3b5', 'c4c1', 'd2c1', 'a8b8', 'b5c7', 'b8c8', 'c1b2', 'c8c7', 'a2a3', 'b4a3', 'b2a3']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Bb4']"
Danish Gambit,1-0,1758,1551,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'b8c6', 'c3d4', 'd7d5', 'e4e5', 'f8b4', 'b1c3', 'g8e7', 'g1f3', 'e8g8', 'f1d3', 'e7f5', 'e1g1', 'f5d4', 'f3d4', 'c6d4', 'd1h5', 'g7g6', 'h5h6', 'd4f5', 'd3f5', 'c8f5', 'c1g5', 'd8d7', 'g5f6']",['Others B1']
Danish Gambit,0-1,1718,1737,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd8e7', 'c3d4', 'e7e4', 'c1e3', 'b8c6', 'f1d3', 'f8b4', 'b1c3', 'b4c3', 'b2c3', 'e4g2', 'd1e2', 'g8e7', 'e2f3', 'g2f3', 'g1f3', 'd7d6', 'h1g1', 'g7g6', 'e1d2', 'c8f5', 'd3b5', 'e8c8', 'b5c6', 'e7c6', 'd4d5', 'c6e5', 'f3e5', 'd6e5', 'c3c4', 'c7c6', 'a1c1', 'c8b8', 'f2f3', 'c6d5', 'e3g5', 'd8d7', 'c4c5', 'h8c8', 'f3f4', 'e5e4', 'd2e3', 'd7c7', 'g1d1', 'c7c5', 'c1c5', 'c8c5', 'e3d4', 'c5a5', 'd1a1', 'f5e6', 'a2a4', 'b7b5', 'a1b1', 'a5a4', 'd4c5', 'a7a6', 'g5e7', 'b8c7', 'e7d6', 'c7b7', 'd6e5', 'e4e3', 'b1c1', 'a4c4', 'c1c4']",['Qe7 Defense']
Danish Gambit,1-0,2032,2035,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'd8e7', 'g1e2', 'e7e4', 'd1b3', 'e4g2', 'h1g1', 'g2f3', 'b1c3', 'f8c5', 'g1f1', 'c7c6', 'c1e3', 'c5e3', 'f2e3', 'f3e3', 'c4f7', 'e8d8', 'f7g8', 'b8a6', 'a1c1', 'a6c5', 'f1f8', 'd8c7', 'c3d5']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit Accepted,1-0,1277,1331,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'c7c6', 'd1b3', 'g8h6', 'g1f3', 'd7d5', 'e4d5', 'c6d5', 'c4d5', 'd8a5', 'f3d2', 'f8b4', 'b2c3', 'b4c3', 'b1c3', 'b8c6', 'e1g1', 'e8g8', 'd2e4', 'c6d4', 'b3d1', 'c8e6', 'd1d4', 'e6d5', 'c3d5', 'a8d8', 'd5e7', 'g8h8', 'd4c3', 'a5c3', 'e4c3', 'd8d7', 'f1e1', 'f8e8', 'e7d5', 'e8e1', 'a1e1', 'g7g6', 'd5f6', 'd7d6', 'c3e4', 'd6e6', 'g1f1', 'h6f5', 'f6g4', 'h7h5', 'g4f6', 'h8g7', 'f6d5', 'b7b5', 'e4g5', 'e6e1', 'f1e1', 'f7f6', 'g5e4', 'g7f7', 'd5f6', 'f5d4', 'f6d5', 'b5b4', 'd5b4', 'a7a5', 'b4d3', 'd4b5', 'e4c5', 'b5c3', 'a2a4', 'f7e7', 'd3b2', 'e7d6', 'c5d3', 'd6d5', 'e1d2', 'c3e4', 'd2e3', 'e4g5', 'b2c4', 'g5e6', 'c4a5', 'g6g5', 'f2f4', 'g5f4', 'd3f4', 'e6f4', 'e3f4', 'd5e6', 'f4g5', 'e6e5', 'g5h5', 'e5f5', 'a5c4', 'f5f4', 'a4a5', 'f4e4', 'a5a6', 'e4d3', 'a6a7', 'd3e2', 'a7a8q', 'e2f1', 'c4e3', 'f1g1', 'a8a1', 'g1h2', 'e3f5', 'h2g2', 'h5g4', 'g2h2', 'a1c3', 'h2g2', 'c3c2', 'g2f1', 'f5e3', 'f1g1', 'g4f3', 'g1h1', 'f3g3', 'h1g1', 'c2g2']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,0-1,1630,1768,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'f8e7', 'g1f3', 'd7d6', 'f1d3', 'g8f6', 'e1g1', 'e8g8', 'f1e1', 'b8c6', 'c3d4', 'c8g4', 'c1e3', 'd8d7', 'a2a3', 'f8e8', 'd4d5', 'c6e5', 'b1c3', 'e5d3', 'd1d3', 'g4f3', 'g2f3', 'd7h3', 'c3e2', 'f6h5', 'g1h1', 'e7f6', 'a1b1', 'f6e5', 'e2g3', 'h5g3', 'f2g3', 'e5g3', 'e1e2', 'g3e5', 'b1g1', 'h3f3', 'g1g2', 'f3f1', 'g2g1', 'f1f3', 'g1g2', 'e5f6', 'e2f2', 'f3e4', 'd3e4', 'e8e4', 'e3h6', 'f6e5', 'f2f5', 'e4e1', 'g2g1', 'e1g1', 'h1g1', 'g7h6']",['Others B1']
Danish Gambit,0-1,2154,1959,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4d3', 'f1d3', 'g8f6', 'f2f4', 'f8e7', 'g1f3', 'b8c6', 'e1g1', 'd7d6', 'e4e5', 'd6e5', 'f4e5', 'f6d5', 'd1c2', 'c8e6', 'g1h1', 'd8d7', 'b2b4', 'a7a6', 'a2a4', 'b7b6', 'd3e4', 'e8c8', 'b4b5', 'c6a7', 'b5a6', 'e7c5', 'f3d4', 'g7g6', 'd4b5', 'c8b8', 'b1a3', 'c5a3', 'c1a3', 'd5e3', 'c2f2', 'e3f1', 'a1f1', 'e6c4', 'f1b1', 'c4b5', 'a4b5', 'd7d1', 'f2g1', 'd1g1', 'h1g1', 'h8e8', 'b1f1', 'e8e5', 'e4f3', 'e5b5', 'c3c4', 'b5b3', 'a3e7', 'd8e8', 'f1d1', 'f7f5', 'e7f6', 'b3a3', 'd1d7', 'h7h5', 'g1f2', 'f5f4', 'f6g5', 'a3a2']",['Others B1']
Danish Gambit,1-0,1770,1778,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d6', 'c3d4', 'b8c6', 'g1f3', 'f8e7', 'f1c4', 'h7h6', 'e1g1', 'g8f6', 'b1c3', 'e8g8', 'a2a3', 'a7a6', 'b2b4', 'c8g4', 'c4e2', 'd6d5', 'e4e5', 'f6e4', 'c3e4', 'd5e4', 'f3d2', 'g4e2', 'd1e2', 'd8d4', 'd2b3', 'd4a1']",['Others B1']
Danish Gambit,1-0,2091,2106,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c7c6', 'd1b3', 'd8e7', 'b1c3', 'g8f6', 'c1g5', 'h7h6', 'g5f6', 'e7f6', 'g1f3', 'f8e7', 'e4e5', 'f6g6', 'e1c1', 'e8g8', 'h2h4', 'b7b5', 'c4d3', 'g6g2', 'd3e4', 'g2g4', 'h1g1', 'g4f4', 'c1b1', 'b8a6', 'g1g3', 'a6c5', 'b3c2', 'b5b4', 'e4h7', 'g8h8', 'c3e4', 'c5e4', 'h7e4', 'e7h4', 'f3h4', 'f4h4', 'd1g1', 'g7g5', 'e4d3', 'c8b7', 'c2c5', 'a7a5', 'c5d6', 'h4f4', 'd6h6']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,0-1,2062,2110,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd8e7', 'f1d3', 'd7d5', 'f2f3', 'd5e4', 'f3e4', 'b8c6', 'g1f3', 'g8f6', 'e1g1', 'c8g4', 'd1b3', 'e8c8', 'a2a4', 'g4f3', 'f1f3', 'e7c5', 'a4a5', 'a7a6', 'g1h1', 'f8d6', 'b1a3', 'f6g4', 'b3f7', 'g4e5', 'f7e6', 'c8b8', 'f3h3', 'e5d3', 'h3d3', 'c5h5', 'e6h3', 'h5h3', 'd3h3', 'd4d3', 'h3d3', 'h8f8', 'c1g5', 'd8d7', 'a1d1', 'd7f7', 'h2h3', 'c6e5', 'd3d2', 'h7h6', 'g5e3', 'g7g5', 'e3d4', 'f7f4', 'd4e5', 'd6e5', 'h1g1', 'f4e4', 'a3c4', 'e5g7', 'b2b3', 'e4e8', 'd2d3', 'b8c8', 'c4d2', 'e8d8', 'd2f3', 'd8d3', 'd1d3', 'f8d8', 'g1f2', 'd8d3']",['Qe7 Defense']
Danish Gambit,1-0,1953,1774,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'h7h6', 'c3d4', 'd7d6', 'f1c4', 'b8c6', 'g1e2', 'g8f6', 'b1c3', 'f8e7', 'e1g1', 'e8g8', 'f2f3', 'g8h8', 'c1e3', 'f6h7', 'd1d2', 'f7f5', 'a2a3', 'f5e4', 'f3e4', 'f8f1', 'a1f1', 'a7a6', 'e2f4', 'h7f6', 'd2d3', 'b7b5', 'c4a2', 'e7f8', 'f4g6', 'h8h7', 'e4e5', 'd6e5', 'g6f8', 'h7h8', 'd3h7', 'f6h7', 'f8g6']",['Others B1']
"Danish Gambit Accepted, Schlechter Defense",0-1,1632,1620,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'd7d5', 'c4d5', 'g8f6', 'g1f3', 'f8b4', 'b1d2', 'c8g4', 'e1g1', 'b4d2', 'd1d2', 'g4f3', 'g2f3', 'c7c6', 'b2f6', 'g7f6', 'd5f7', 'e8f7', 'd2f4', 'h8g8', 'g1h1', 'b8d7', 'a1d1', 'd8e7', 'f4e3', 'd7e5', 'e3b3', 'f7g7', 'f1g1', 'g7h8', 'g1g8', 'a8g8']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit', 'Schlechter Defense']"
"Danish Gambit Declined, Sorensen Defense",1-0,1966,1914,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d5', 'd1b3', 'd5e4', 'f1c4', 'd8f6', 'c3d4', 'b8c6', 'g1e2', 'f8d6', 'b1c3', 'c6d4', 'e2d4', 'f6d4', 'c4f7', 'e8f8', 'f7c4', 'g8f6', 'e1g1', 'd4e5', 'g2g3', 'h7h5', 'c1f4', 'e5e7', 'f4d6', 'c7d6', 'c3d5', 'f6d5', 'c4d5', 'c8g4', 'f1e1', 'g4f3', 'd5e4', 'f3e4', 'f2f3', 'd6d5', 'f3e4', 'e7c5', 'g1h1', 'h5h4', 'e4d5', 'h4g3', 'e1f1', 'f8e8', 'a1e1', 'e8d8', 'b3g3', 'c5d5', 'h1g1', 'd5d4', 'f1f2', 'h8f8', 'g3g5', 'f8f6', 'e1e2', 'd8c8', 'e2c2', 'c8b8', 'g5g3']",['Danish Gambit Declined: Sorensen Defense']
Danish Gambit,1-0,1863,1900,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'f8e7', 'd1d5']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,0-1,1645,1666,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'b8c6', 'b1c3', 'd7d6', 'g1f3', 'g8f6', 'e4e5', 'f6d7', 'c4f7', 'e8f7', 'f3g5', 'f7e8', 'e5e6', 'd7f6', 'g5f7', 'd8e7', 'f7h8', 'c8e6', 'e1g1', 'e8d7', 'f1e1', 'd6d5', 'c1g5', 'e7d6', 'c3b5', 'd6c5', 'a2a4', 'a7a6', 'g5e3', 'c5c4', 'a1c1', 'c4b3', 'b5c3', 'b3d1', 'c1d1', 'd5d4', 'e3d4', 'c6d4', 'd1d4', 'd7c8', 'e1d1', 'f8e7', 'h8f7', 'e6f7', 'c3e4', 'f6e4', 'd4e4', 'e7d6', 'e4f4', 'f7g6']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,1-0,2023,1856,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d6', 'f1c4', 'f8e7', 'g1f3', 'g8f6', 'e1g1', 'd4c3', 'b1c3', 'e8g8', 'd1e2', 'c8g4', 'h2h3', 'g4h5', 'c1g5', 'b8c6', 'f1d1', 'c6e5', 'g2g4', 'h5g6', 'f3e5', 'd6e5', 'd1d8', 'e7d8', 'g5f6', 'g7f6', 'c3d5', 'c7c6', 'd5e3', 'g6e4', 'a1d1', 'd8b6', 'f2f3', 'e4g6', 'g1g2', 'e5e4', 'f3f4', 'f6f5']",['Others B1']
Danish Gambit,0-1,1598,1631,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'b8c6', 'd1b3', 'c6e5', 'b1c3', 'e5c4', 'b3c4', 'd7d6', 'c3d5', 'f8e7', 'd5c7', 'e8f8', 'c7a8', 'c8e6', 'c4d3', 'd8a8', 'g1f3', 'a7a6', 'e1g1', 'b7b5', 'a2a3', 'e6c4', 'd3d1', 'c4f1', 'd1f1', 'a8e4', 'c1e3', 'g8f6', 'a1c1', 'g7g6', 'b2b4', 'f6g4', 'h2h3', 'g4e3', 'f2e3', 'e4e3', 'g1h1', 'e3a3', 'c1c8', 'f8g7', 'c8c7', 'h8e8', 'f1e1', 'e7d8', 'e1e8', 'd8c7', 'e8e4', 'a3c1', 'f3g1', 'c7b6']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,0-1,1402,1359,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'b8c6', 'f1c4', 'd4c3', 'g1e2', 'g8f6', 'e1g1', 'f6e4', 'e2c3', 'e4c3', 'b1c3', 'd8e7', 'd1b3', 'e7d6', 'c4f7', 'e8d8', 'f7g8', 'f8e7', 'b3f7', 'd6f6', 'f7f6', 'e7f6', 'g8f7', 'f6c3', 'b2c3', 'h8f8', 'c1g5', 'c6e7', 'g5e7', 'd8e7', 'f7h5', 'g7g6', 'h5e2', 'd7d6', 'f2f4', 'c8e6', 'f1e1', 'f8f5', 'e2f3', 'f5f4', 'f3b7', 'a8b8', 'b7d5', 'f4f6', 'a1d1', 'e7d7', 'c3c4', 'e6d5', 'c4d5', 'b8e8', 'e1e8', 'd7e8', 'd1e1', 'e8d7', 'e1b1', 'c7c6', 'd5c6', 'd7c6', 'b1e1', 'f6f8', 'e1e7', 'h7h5', 'e7a7', 'f8b8', 'a7a6', 'c6c7', 'a6a7', 'c7c8', 'a7g7', 'b8b1', 'g1f2', 'b1b2', 'f2g3', 'b2a2', 'g7g6', 'd6d5', 'g6c6', 'c8d7', 'c6d6', 'd7d6', 'g3h4', 'a2a4', 'h4h5', 'd5d4', 'h5g5', 'd4d3', 'g5f5', 'd3d2', 'f5g6', 'd2d1q', 'h2h4', 'd1g4', 'g6f6', 'a4f4']",['Others B1']
Danish Gambit,0-1,1921,1830,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'g8f6', 'g1f3', 'f8c5', 'e1g1', 'e8g8', 'b1c3', 'd7d6', 'h2h3', 'c8e6', 'c4e6', 'f7e6', 'd1b3', 'd8e7', 'f1e1', 'b7b6', 'f3g5', 'f8e8', 'c3b5', 'a7a6', 'b5c7', 'e7c7', 'g5e6', 'c7f7', 'e4e5', 'f7e6', 'e5f6', 'e6b3', 'e1e8', 'g8f7', 'a2b3', 'f7e8', 'f6g7', 'e8f7', 'c1h6', 'f7g8', 'a1e1', 'b8d7', 'e1e7', 'a8d8', 'g2g4', 'c5d4', 'h6g5', 'd4f6', 'g5f6', 'd7f6', 'g1g2', 'd6d5', 'g2f3', 'd5d4', 'f3e2', 'd4d3', 'e2d2', 'b6b5', 'e7a7', 'd8d6', 'b3b4', 'f6e4', 'd2e3', 'd3d2', 'e3e4', 'd2d1q', 'a7a8', 'g8g7']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,0-1,1626,1644,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd8e7', 'g1f3', 'e7e4', 'f1e2', 'd4c3', 'b1c3', 'f8b4', 'c1d2', 'b4c3', 'd2c3', 'd7d6', 'e1g1', 'g8f6', 'e2b5', 'e8f8', 'f1e1', 'e4f5', 'c3f6', 'g7f6', 'e1e8', 'f8g7', 'e8h8', 'g7h8', 'b5d3', 'f5g4', 'd1b3', 'c8e6', 'b3b7', 'b8d7', 'b7a8', 'h8g7', 'a8a7', 'e6d5', 'd3e2', 'd7e5', 'f3e5', 'g4g2']",['Qe7 Defense']
"Danish Gambit Declined, Sorensen Defense",1-0,1676,1684,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d5', 'c3d4', 'd5e4', 'f1c4', 'g8f6', 'f2f3', 'e4f3', 'g1f3', 'f8e7', 'e1g1', 'c8g4', 'c4f7', 'e8f7', 'f3e5', 'f7f8', 'e5g4', 'h7h5', 'g4f6', 'e7f6', 'b2b3', 'h8h6', 'c1h6', 'g7h6', 'd1h5', 'd8d4', 'g1h1', 'd4a1', 'h5h6', 'f8f7', 'h6h7', 'f7e6', 'h7e4', 'e6f7', 'b1d2', 'a1b2', 'd2c4', 'b2c3', 'c4e5', 'f7e6', 'e5g4', 'f6e5', 'f1f6', 'e6e7', 'e4h7', 'e7e8', 'f6e6', 'e8d8', 'h7g8', 'd8d7', 'g8e8']",['Danish Gambit Declined: Sorensen Defense']
Danish Gambit,1-0,1915,1982,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'b7b5', 'c4b3', 'c7c5', 'b1c3', 'c5c4', 'b3c2', 'f8b4', 'c1d2', 'g8e7', 'a1c1', 'e8g8', 'c2b1', 'a7a6', 'g1f3', 'd7d6', 'e1g1', 'c8g4', 'h2h3', 'g4h5', 'g2g4', 'h5g6', 'h3h4', 'h7h5', 'g4g5', 'b8c6', 'd2f4', 'b4c3', 'b2c3', 'c6e5', 'd1e2', 'e5f3', 'e2f3', 'e7c6', 'f1d1', 'd8b6', 'd1d6', 'f8d8', 'c1d1', 'd8d6', 'd1d6', 'a8d8', 'd6d8', 'b6d8', 'f3e2', 'd8e7', 'f2f3', 'c6e5', 'e2e3', 'e7d6', 'g1g2', 'f7f6', 'g5f6', 'g7f6', 'f4h6', 'e5f7', 'h6f4', 'f7e5', 'b1c2', 'a6a5', 'e3a7', 'a5a4', 'a7a8', 'd6f8', 'a8d5', 'g6f7', 'd5b5', 'f8g7', 'g2f2', 'e5d3', 'c2d3', 'c4d3', 'b5d3', 'f7a2', 'd3d8', 'g8h7', 'd8d3', 'g7a7', 'f4e3', 'a7c7', 'e4e5', 'h7g7', 'e5f6', 'g7f6', 'd3d4', 'f6f7', 'd4f4', 'c7f4', 'e3f4', 'a2b3', 'f4e5', 'a4a3', 'c3c4', 'b3c4', 'f3f4', 'a3a2', 'f2e3', 'f7e6', 'e3d2', 'c4f1', 'd2c1', 'e6f5', 'c1b2', 'f1c4', 'b2c1', 'c4f7', 'c1c2', 'f5g4', 'f4f5', 'g4h4', 'e5f6']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,0-1,1361,1396,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'b1c3', 'd7d6', 'g1f3', 'b8c6', 'f1c4', 'c8e6', 'e1g1', 'e6c4', 'b2b3', 'c4a6', 'c1e3', 'a6f1']","['Danish Gambit Accepted', 'Take Back Gambit']"
Danish Gambit,1-0,2224,2162,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'b1c3', 'd8e7', 'g1f3', 'd7d6', 'f1c4', 'f7f6', 'c1e3', 'b8c6', 'd1d2', 'c6e5', 'c4b5', 'c7c6', 'b5a4', 'c8g4', 'a4b3', 'g4f3', 'e1g1', 'f3h5', 'f2f4', 'e5g4', 'e3d4', 'c6c5', 'b3a4', 'e8f7', 'a4b3', 'f7e8', 'b3a4', 'e8f7', 'c3d5', 'e7e4', 'd4c5', 'd6c5', 'd5c7', 'e4d4', 'd2d4', 'c5d4', 'c7a8', 'g4e3', 'f1e1', 'f8c5', 'a8c7', 'g8e7', 'a4b3', 'f7g6', 'h2h3', 'g6h6', 'c7e6', 'c5b6', 'a2a4', 'a7a5', 'g2g4', 'h5f7', 'g1h2', 'h8c8', 'h2g3', 'e3c2', 'g4g5', 'f6g5', 'f4g5', 'h6h5', 'e6f4', 'h5g5', 'b3f7', 'c2a1', 'e1a1', 'b6c7', 'h3h4', 'g5f5', 'a1f1']","['Danish Gambit Accepted', 'Take Back Gambit']"
"Danish Gambit Accepted, Classical Defense",1-0,1410,1300,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'g8f6', 'e4e5', 'd8e7', 'g1f3', 'd7d6', 'e1g1', 'd6e5', 'f1e1', 'e5e4', 'd1b3', 'e7d7', 'f3e5', 'd7g4', 'c4f7', 'e8d8', 'e5g4']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit Accepted,1-0,1069,1258,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'a7a6', 'g1f3', 'b7b5', 'c4d5', 'c7c6', 'd5b3', 'a6a5', 'd1d2', 'a5a4', 'b3c2', 'd7d6', 'e4e5', 'g8h6', 'c2e4', 'c8g4', 'f3g5', 'f8e7', 'g5h7', 'g7g6', 'h7f6', 'e7f6', 'e5f6', 'd8d7', 'b1c3', 'd7e6', 'f2f3', 'g4f5', 'e1c1', 'f5e4', 'f3e4', 'h6g4', 'h1e1', 'e8g8', 'e4e5', 'd6e5', 'h2h3', 'g4f6', 'd2h6', 'b8d7', 'e1e2', 'e6f5', 'h6e3']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
